Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Cluster
-1.7138784176811859,24,16,21,16,1,0,0,1,0,0,-0.2689822195865166,0,-0.2707177468380689,-1.7129943228448976,5,0
-1.7138784176811859,24,16,21,16,1,0,1,1,0,0,-0.30978946281165903,1,-0.31154985990048684,-1.7129943228448976,5,0
-1.7138784176811859,28,22,24,21,0,8,0,1,2,2,1.1672683485121604,0,1.1664081393436838,-1.7129943228448976,5,1
-1.7138784176811859,28,22,24,21,0,8,1,1,2,2,1.1035830201217682,1,1.10268399814388,-1.7129943228448976,5,1
-1.7138784176811859,29,14,25,14,1,0,0,1,0,6,-0.26035156470381754,0,-0.26208183203174973,-1.7129943228448976,5,0
-1.7138784176811859,29,14,25,14,1,0,1,1,0,6,-0.29477143834315295,1,-0.29652268274742744,-1.7129943228448976,5,0
-1.7138784176811859,34,28,29,26,0,8,0,0,2,1,-0.17315455148416778,0,-0.1748316768853661,-1.7129943228448976,5,1
-1.7138784176811859,34,28,29,26,0,8,1,0,2,1,-0.18798420848499586,1,-0.18967037177082727,-1.7129943228448976,5,1
-1.7138784176811859,35,33,30,31,0,8,0,1,2,2,-0.3727384456465829,0,-0.37453720678149743,-1.7129943228448976,5,1
-1.7138784176811859,35,33,30,31,0,8,1,1,2,2,-0.3713856247423503,1,-0.3731835614051101,-1.7129943228448976,5,1
-1.7138784176811859,36,52,10,10,0,8,0,1,2,1,-0.4120387491303017,0,-0.4138614617031295,-1.7129943228448976,5,1
-1.7138784176811859,36,52,10,10,0,8,1,1,2,1,-0.41250110564187487,1,-0.4143240999963252,-1.7129943228448976,5,1
-1.7138784176811859,37,29,31,27,1,4,0,1,0,0,-0.42477923967142883,0,-0.4266097168934102,-1.7129943228448976,5,2
-1.7138784176811859,37,29,31,27,1,4,1,1,0,0,-0.4281869784048755,1,-0.4300195324617783,-1.7129943228448976,5,2
-1.7138784176811859,38,21,32,20,0,8,0,0,0,0,-0.3168446806919606,0,-0.31860937755962077,-1.7129943228448976,5,1
-1.7138784176811859,38,21,32,20,0,8,1,0,0,0,-0.3147212656017727,1,-0.3164846683612407,-1.7129943228448976,5,1
-1.7138784176811859,39,34,33,32,1,0,0,1,0,0,-0.345065552213167,0,-0.34684744819615654,-1.7129943228448976,5,0
-1.7138784176811859,39,34,33,32,1,0,1,1,0,0,-0.3469321025747031,1,-0.34871513612053906,-1.7129943228448976,5,0
-1.7138784176811859,42,36,36,34,1,4,0,1,0,0,-0.3316572133775452,0,-0.3334309376934821,-1.7129943228448976,5,2
